id	genre
0BVyGvdW4ntQDEcu	['rock', 'alternative rock', 'britpop', 'soft rock', 'psychedelic rock', 'glam rock', 'emo', 'indie rock', 'singer songwriter', 'quiet storm', 'post punk', 'alternative pop rock']
0BYvhImCgmjNk5Tp	['blues', 'spoken word', 'trip hop', 'soul', 'dubstep', 'rock', 'downtempo', 'hip hop', 'electronica', 'experimental', 'singer songwriter', 'progressive rock', 'psychedelic soul']
0Ba0XoYTHcxaNBuc	['nu metal', 'alternative metal', 'metal', 'hard rock', 'alternative rock', 'progressive metal', 'pop rock', 'industrial', 'industrial rock', 'death metal', 'industrial metal', 'rap metal']
0BlvwUDitDAA0tVv	['medieval', 'folk', 'medieval folk', 'viking folk']
0DKe24hOOsmZ5sNf	['rock', 'alternative rock', 'indie rock', 'grunge', 'post punk', 'classic rock', 'punk', 'new wave', 'noise pop', 'pop', 'experimental']
0DMABfx807TVXBQO	['synthpop', 'minimal synth']
0DNKXcAGmMYmJdjP	['rock', 'pop', 'alternative rock', 'soundtrack', 'indie rock', 'pop rock', 'piano rock']
0DXkmUpDJT0AyerU	['rock', 'emo', 'punk', 'alternative rock', 'pop punk', 'emocore', 'post hardcore', 'indie rock', 'screamo', 'hardcore', 'pop rock', 'techno', 'pop', 'power pop']
0E1zWP8MXmbXfTTX	['dream pop']
0EQ0cmLC3LQjFtH2	['k pop']
0EVEKKlvBiB0Dkge	['post hardcore', 'metalcore']
0Ec3IG2H3j1oG5hG	['eurovision']
0Eerh0X8W64EbrM9	['britpop', 'rock', 'electronica', 'pop', 'power pop', 'glam rock']
0EkeANTAetzZFrjm	['alternative rock', 'post hardcore']
0EpKmvAtKRgZaLfK	['soul', 'rhythm and blues', 'blues', 'jazz', 'motown', 'r b', 'pop', 'vocal jazz', 'southern soul']
0Ev84ceMs40159oJ	['indie rock', 'rock', 'alternative rock', 'hard rock', 'poetry', 'psychedelic rock']
0F5ITSxH0rBegwve	['rock', 'classic rock', 'progressive rock', 'symphonic rock', 'pop', 'album rock', 'easy listening', 'soft rock', 'electronic rock']
0FfoKa4zHXdvTsgU	['rock', 'indie pop', 'indie rock']
0H7nBnNHtv1Ycxbn	['pop', 'classic rock', 'rock', 'easy listening', 'singer songwriter', 'soft rock', 'rock and roll']
0HcKM5oFjcxl83iv	['hard rock', 'metal', 'speed metal', 'nwobhm', 'rock', 'rock and roll']
0IHQDwO3FnNYE7VY	['pop', 'soul', 'hip hop', 'rock', 'r b', 'emo', 'rap', 'hard rock', 'piano rock']
0Imk5d70hyWT3a3Q	['classic rock', 'rock', 'glam rock', 'progressive rock', 'blues rock']
0IqeNloQ3SuH1b4V	['singer songwriter', 'folk', 'indie rock', 'indie pop', 'indie folk', 'lo fi']
0J2vIjPtMMTqcD6q	['rock', 'folk']
0JYaNceX5H5sSUJi	['pop', 'new wave']
0JcsGXaF7vkn8dbc	['pop', 'ambient', 'downtempo']
0JzBXP7jeu2eaVnN	['rock', 'classic rock', 'glam rock', 'hard rock', 'pop', 'progressive rock', 'folk rock', 'album rock', 'soft rock', 'art rock', 'metal', 'rock and roll', 'pop rock', 'anthem', 'glam metal', 'beatlesque']
0K2vsBA9smDZxKno	['punk', 'rock']
0K3SrhMknjp3HCQg	['singer songwriter', 'rock', 'progressive rock', 'pop', 'alternative rock', 'art rock', 'new wave', 'new age', 'pop rock', 'alternative pop rock', 'experimental rock', 'world', 'baroque pop', 'house', 'poetry', 'gospel']
0KEwSB8tPsFGrv8I	['melodic hardcore']
0KrfpITRYCMTHZno	['pop rock']
0KtUZOqkXcs5Q4Cn	['synthpop', 'electropop', 'soul', 'art pop']
0LZdcvMJHDWZyVDS	['country', 'singer songwriter', 'folk rock', 'alternative country', 'rock', 'folk', 'folk pop', 'country rock', 'roots rock']
0Lgc4YsFJTKIOTZQ	['rock', 'alternative rock', 'hard rock', 'pop', 'post grunge', 'grunge', 'pop rock']
0MMDu3QYnVUgnX2L	['folk rock', 'classic rock', 'folk', 'rock', 'pop', 'britpop', 'blues', 'violin', 'art rock', 'psychedelic folk']
0MWOdRTVAx0staZz	['pop', 'rock', 'pop rock', 'punk', 'alternative rock', 'pop punk', 'singer songwriter', 'classic rock', 'grunge', 'funk', 'nu metal']
0MXDGjV7Qg5AEpGu	['rock', 'indie rock', 'alternative rock', 'grunge', 'garage rock', 'punk', 'emo', 'hard rock', 'ska']
0MhSVMMC2sqqHQIa	['rock', 'indie rock', 'britpop', 'alternative rock', 'indie pop', 'garage pop', 'singer songwriter', 'pop', 'folk', 'experimental', 'lo fi', 'garage rock revival', 'british indie rock']
0MsogDqbmJNTohet	['punk', 'rock', 'pop punk', 'alternative rock', 'pop', 'hard rock', 'power pop', 'pop rock', 'post grunge']
0MxI54ZhUF8xzQqD	['psychedelic soul', 'neo soul', 'pop rap']
0N5HaBTkWt5stsQa	['samba', 'mpb', 'bossa nova', 'singer songwriter', 'latin', 'carnaval', 'velha guarda']
0NTv0wWYCzQNjE0m	['rock nacional', 'rock', 'mpb', 'pop', 'reggae', 'pop rock', 'new wave', 'ska', 'brazilian rock']
0NaOCGE2Lkzbils9	['alternative rock', 'reggae', 'dub', 'rap rock', 'brazilian rock', 'brazilian reggae']
0NlLsUEZeTNagO3r	['soundtrack', 'rock', 'singer songwriter', 'classic rock', 'pop', 'pop rock', 'soft rock']
0O17o38iEPkl4FWD	['doom metal', 'progressive metal', 'metal', 'progressive rock', 'dark rock', 'gothic metal', 'alternative metal', 'rock', 'alternative rock', 'melodic death metal', 'death metal', 'gothic rock', 'pop', 'industrial metal', 'swedish metal', 'post metal', 'swedish emo']
0OQwtp7Nf2vcmIoZ	['electro']
0OtKIR3jeROayehf	['alternative metal', 'metalcore', 'metal']
0OuXKk7qlgvo6egK	['indie rock']
0PLdz2RKGsXnnTDO	['glam rock', 'rock', 'classic rock', 'pop', 'rockabilly', 'singer songwriter', 'progressive rock', 'protopunk']
0PUlgI5adBJ6cFXK	['rock', 'progressive rock', 'experimental', 'singer songwriter', 'alternative rock', 'classic rock', 'hard rock', 'new wave']
0PbBzlx3pFAvg3A3	['folk', 'singer songwriter', 'rock', 'downtempo', 'folk rock', 'indie folk', 'alternative country']
0QKgaAsLGfhX0Sql	['soundtrack', 'disney', 'classical', 'pirate']
0QSQ3CDT5x4GRIgi	['pop', 'latin', 'latin pop', 'emo', 'electronica', 'rock', 'singer songwriter', 'easy listening', 'dance pop', 'soft rock', 'house']
0QSuci5nyuRojGbo	['black metal', 'raw black metal', 'finnish black metal', 'metal', 'melodic black metal']
0RJXFR9AZUgJM9I0	['ambient', 'rock', 'dream pop', 'dark ambient', 'neofolk', 'music box', 'lullaby', 'dark folk']
0RswMLgk4KS4GbIP	['hip hop', 'trap']
0SJ5yUTHjKiPaB3z	['mpb', 'pop', 'dream pop', 'coco']
0SpykgFTUzfUTJkN	['rock', 'pop punk', 'alternative rock', 'emo', 'pop rock', 'punk', 'power pop', 'indie rock', 'pop', 'indie pop', 'garage rock']
0TanEa2QCnKAedsL	['hip hop', 'rap', 'trap', 'pop rap', 'southern hip hop']
0Tw7xPCFY8Kkznev	['gothic metal', 'metal', 'black metal', 'doom metal']
0UHzuflmmfXZkZNQ	['hardcore', 'post hardcore', 'metalcore', 'metal', 'emo', 'screamo', 'melodic hardcore', 'emocore', 'melodic metalcore']
0VaYUih1vEXMP6m7	['alternative rock', 'rock', 'noise rock', 'post punk', 'noise', 'experimental', 'indie rock', 'grunge', 'experimental rock', 'no wave', 'punk', 'avant garde', 'garage punk', 'classic rock', 'metal', 'singer songwriter', 'spoken word', 'garage rock']
0Vbfs25K0D6Yuq5T	['metalcore', 'metal', 'christian metalcore', 'progressive metal', 'thrash metal', 'hardcore', 'melodic metalcore']
0VgVeu5KvvRgOOJR	['reggaeton', 'hip hop', 'latin', 'rap', 'latin hip hop']
0Wc7JGEjjUDM4vp2	['folk']
0We9TRA5zyjS7ush	['rock', 'alternative rock', 'post grunge', 'punk', 'hard rock', 'indie rock', 'noise rock', 'stoner rock', 'pop rock', 'hollywood']
0WjgTnhITQmzuoOc	['pop', 'pop rock', 'rock', 'teen pop', 'metalcore', 'punk', 'latin', 'disco', 'hip hop', 'electronica', 'trip hop', 'classical', 'jazz', 'alternative rock', 'hardcore', 'emo', 'rap', 'ambient', 'indie pop', 'indie rock', 'hard rock', 'singer songwriter', 'britpop', 'soft rock', 'lounge', 'drum and bass', 'screamo', 'k pop', 'anime', 'pop punk', 'j rock', 'j pop', 'visual kei']
0WnFjxBFNLqMCT1i	['gospel', 'praise', 'worship', 'contemporary gospel', 'soul', 'gospel soul']
0WniuVWwli1ez0mR	['k pop']
0XSKxF0xHVJYLAEi	['reggae', 'hip hop', 'rap', 'easy listening', 'beats', 'anthem', 'reggae rock']
0Xc6aEeHfUXLrnbQ	['rock', 'emo', 'alternative rock', 'indie rock']
0Y5TcGlWJnW7IVdK	['pop', 'dance pop', 'rock', 'disco', 'new wave', 'singer songwriter']
0YMdOC9wMLrw2Wen	['j pop']
0YsDkCvxlCks49iW	['grunge', 'rock', 'alternative rock', 'hard rock', 'downtempo', 'classic rock', 'metal', 'hip hop', 'indie rock', 'modern rock', 'alternative pop rock']
0YtkHiVwDlsMHXy0	['pop', 'soul', 'singer songwriter', 'r b', 'rock', 'dance pop', 'latin', 'rhythm and blues', 'neo soul']
0ZLbSoXXsKlXYZ7a	['jazz', 'vocal jazz', 'soul', 'blues', 'pop', 'rock', 'funk', 'acid jazz', 'lounge', 'swing', 'easy listening']
0ZeUa6hsJJrS2bI4	['black metal', 'post black metal', 'depressive black metal', 'shoegaze', 'metal', 'ambient', 'post rock', 'post punk']
0Zhw8ngsZeMvxZM3	['lo fi']
0ZiOGxsQ2IQtw1tQ	['trip hop', 'downtempo', 'electronica', 'ambient', 'rock', 'experimental', 'chill out', 'noise', 'post rock', 'acid jazz']
0aK8gzuVHgZDf7lR	['pop', 'latin', 'spanish pop', 'rock', 'rock en espanol', 'pop rock', 'latin rock', 'singer songwriter', 'world', 'spanish pop rock']
0aOT7s78rC7dlmQv	['pop', 'folk', 'singer songwriter', 'hip hop', 'rock', 'easy listening', 'alternative pop', 'trip hop', 'indie pop', 'downtempo', 'soul', 'lounge']
0aTr8HKBZUuxwexW	['soul', 'r b', 'electronica', 'experimental', 'downtempo', 'dubstep', 'lo fi', 'neo soul', 'indie pop', 'ambient pop', 'funk', 'beats', 'samba', 'rhythm and blues', 'alternative hip hop', 'indie soul']
0aqYFG5ZxMHWgb3J	['trance', 'vocal trance', 'disco', 'pop', 'eurodance', 'techno', 'electronica', 'hands up']
0b6sYk8GBxAjtTms	['rock and roll', 'classic rock', 'rock', 'blues', 'rockabilly', 'soundtrack', 'blues rock', 'rhythm and blues', 'pop', 'singer songwriter', 'boogie', 'soul', 'pop rock', 'funk']
0cILD6qbZYSF6Bdd	['power metal', 'metal', 'rock', 'hard rock', 'progressive metal', 'nwobhm', 'yaoi']
0cYTIIElIl2tFyoW	['metal', 'metalcore', 'hard rock', 'rock', 'hardcore', 'speed metal', 'alternative metal', 'power metal', 'screamo', 'nu metal', 'punk', 'alternative rock', 'melodic metal', 'emo', 'melodic hardcore', 'melodic power metal', 'melodic metalcore']
0dSvM0LJvljECyq0	['rock', 'new wave', 'pop', 'alternative rock', 'pop rock', 'classic rock', 'hard rock', 'progressive rock', 'choral', 'soft rock', 'modern rock', 'uk pop', 'scottish rock']
0dUzaNgp1pENO3CP	['pop', 'rock', 'pop rock', 'soft rock', 'swedish pop', 'classic rock', 'disco', 'synthpop']
0eHbbAIvpxOGg1TM	['mpb', 'pop', 'latin pop', 'pop rock', 'samba']
0eLADSmSccwQegMW	['metalcore', 'post hardcore']
0eQ9qGzhU6U8qBAh	['hard rock', 'glam metal', 'glam rock', 'classic rock', 'metal', 'rock', 'blues rock', 'hollywood', 'sleaze rock']
0ea5Bpmf3b40M50R	['techno', 'big beat', 'electronica', 'house', 'soundtrack', 'industrial', 'breakbeat', 'breaks', 'trance', 'rock', 'industrial rock', 'trip hop', 'electro', 'ambient', 'progressive house', 'cyberpunk', 'electroclash', 'downtempo', 'lo fi', 'lounge', 'drum and bass', 'beats', 'ebm', 'futurepop', 'video game music', 'funky house', 'hardstyle', 'intelligent dance music', 'neo metal']
0fXNmzKHXFBA01ll	['country', 'outlaw country', 'country rock', 'soundtrack', 'pop', 'rock', 'folk', 'singer songwriter', 'southern rock', 'honky tonk']
0gq3WdITsRAigVMj	['rock', 'indie pop', 'new wave', 'indietronica']
0grMbVfVNyrQ7wUY	['alternative rock', 'rock', 'folk rock', 'folk punk', 'folk', 'post punk', 'classic rock', 'country', 'punk', 'indie pop', 'indie rock']
0h1DZxZGq5dT1g0I	['swing']
0h8G1bhVFVP6G9Km	['new rave', '8 bit', 'electronica', 'electro', 'experimental', 'indietronica', 'synthpop', 'dream pop', 'noise', 'pop', 'post rock', 'techno', 'chillwave', 'electropop', 'ambient', 'electroclash', 'downtempo', 'new wave', 'dance pop', 'psychedelic pop', 'electro house', 'shoegaze', 'noise pop', 'chiptune', 'alternative pop', 'alternative dance', 'bitpop', 'dark wave', 'dance punk', 'witch house']
0hKlEmVgAORW1A02	['dark electro', 'futurepop']
0hbliV6FyurUdvo8	['dream pop', 'synthpop']
0hcO6fu02UtR1iSd	['folk metal', 'melodic death metal', 'metal']
0hhgAPscs36TcQI6	['folk']
0hi5FGoizAXxin1K	['soul', 'focus', 'pop', 'r b']
0iBn5ZIwJYlSCtBX	['pop', 'classic rock', 'easy listening']
0iPuXAAtTUIXMSDs	['pop', 'spanish pop', 'rock', 'latin', 'latin rock', 'latin pop']
0ihMyBXgcgrOCMul	['progressive rock', 'rock', 'progressive metal', 'experimental', 'experimental rock']
0irmqbfjWHaiup6x	['alternative rock']
0itcRwcX5ZAVrFXa	['post rock', 'post hardcore']
0jfEVJ5elKCKz8PO	['rap', 'trap']
0jvBHEikm58r2som	['post hardcore', 'hardcore', 'emo', 'nintendocore', 'trancecore', 'electronicore']
0kAx1WluUmlF8EYA	['rap', 'hip hop', 'experimental hip hop', 'soul', 'experimental', 'pop rap', 'pop', 'lo fi', 'alternative hip hop', 'neo soul', 'art pop', 'industrial hip hop']
0kFhN9KUu2eVeiqw	['metalcore', 'post hardcore', 'metal', 'emo', 'emocore', 'mathcore', 'progressive metalcore']
0kSdTqYxL1L8fe9n	['reggae', 'roots reggae']
0kn9NnwOhXcg2bNT	['rock', 'alternative rock', 'hard rock', 'post grunge', 'grunge', 'indie rock', 'singer songwriter', 'garage rock', 'riot grrrl']
0lHR1KA8BW1Jmf9D	['metalcore', 'metal', 'emocore', 'hardcore', 'emo', 'rock', 'screamo', 'hard rock', 'nu metal', 'alternative metal', 'thrash metal', 'post hardcore', 'melodic metalcore', 'punk', 'melodic hardcore', 'alternative rock', 'melodic metal']
0mdmLBCg5qRqO9kw	['rock', 'pop', 'pop rock', 'glam rock', 'country', 'noise', 'metal', 'singer songwriter', 'soft rock', 'thrash metal', 'heartland rock']
0msRtMDKZpd0neIK	['pop']
0mwlDzSl5gaOYcfD	['reggae', 'roots reggae']
0nLACKoW1LXT5r3l	['lo fi', 'shoegaze', 'electronica', 'indie pop', 'progressive rock', 'dream pop']
0novBfJngoToX8QJ	['industrial', 'industrial metal', 'metal', 'rock', 'ambient', 'industrial rock', 'alternative metal', 'dark wave', 'metalcore', 'electronica', 'punk', 'synthpop', 'ebm']
0nroJEydVX4uCwDo	['emo', 'pop punk', 'indie rock', 'alternative rock', 'rock', 'punk', 'power pop', 'melodic hardcore', 'midwest emo', 'indie emo']
0nwyK0P4QLADxbSz	['black metal', 'symphonic black metal', 'gothic metal', 'metal', 'melodic black metal', 'hardcore', 'symphonic metal', 'melodic metal']
0o1t8pmtIQGVNoRX	['rock']
0oMHpUM3xKQ5rHQq	['rock', 'alternative dance', 'acid house', 'experimental rock', 'psychedelic rock', 'dance rock', 'alternative rock', 'experimental', 'dub', 'trance', 'ambient', 'dance pop', 'bassline']
0ou8VbSYp9yIzeQh	['post hardcore', 'indie rock', 'rock', 'christian rock', 'experimental', 'post rock']
0pKdVXwboxWtasKV	['pop', 'pop rock', 'italian pop']
0q1KVg7Jx9fwtVMQ	['pop', 'pop rock', 'rock']
0qFSe9FCLIY5dcdL	['pop', 'rock', 'folk', 'singer songwriter', 'teen pop']
0qJbxD3hsFTAtT2H	['country', 'classic rock', 'contemporary country']
0qp2KyXH2ustSNci	['hip hop', 'rap', 'rock', 'soul', 'funk', 'jazz', 'pop', 'disco', 'classic rock', 'nu jazz', 'metal', 'bossa nova', 'alternative rock', 'reggae', 'emo', 'folk', 'experimental', 'hard rock', 'downtempo', 'singer songwriter', 'new wave', 'motown', 'psychedelic soul', 'funk metal', 'jazz funk', 'latin', 'blues', 'techno', 'house', 'acid jazz', 'lounge', 'jazz fusion', 'contemporary jazz', 'trip hop', 'broken beat', 'r b', 'breakbeat', 'meditation', 'smooth jazz', 'rave', 'modern funk', 'rhythm and blues']
0r6fQYlWtk4HkN1F	['pop', 'rock', 'soft rock', 'blues']
0rglHs2VvXylYUjI	['dream pop', 'chillwave', 'indie pop', 'lo fi', 'synthpop', 'pop', 'rock', 'ambient', 'indie rock', 'singer songwriter', 'new wave']
0rmouv9XbAHY2XBZ	['psychedelic rock', 'indie rock', 'rock', 'alternative rock', 'shoegaze', 'folk rock', 'indie folk', 'psychedelic folk']
0roDBBFUmgkbD7Zg	['indie rock', 'rock', 'alternative rock', 'pop']
0rplhtI8mUMSa59h	['rock', 'folk']
0sgehyyNEKd2ar50	['electropop', 'electro', 'indietronica', 'pop', 'synthpop', 'electronica', 'french pop', 'new rave', 'bitpop']
0swSt84vjuuHE3qZ	['pop', 'rock', 'alternative rock', 'pop rock']
0t0o0WxzpYbzReYl	['mathcore', 'experimental', 'hardcore', 'metalcore', 'metal', 'progressive metal', 'soundtrack', 'rock', 'experimental rock', 'screamo', 'post hardcore', 'jazzcore', 'jazz', 'punk', 'math rock', 'rap', 'post rock', 'progressive rock', 'avant garde metal', 'noisecore']
0tGyfM8g4zni2Fpw	['classic rock', 'rock', 'pop', 'singer songwriter', 'pop rock', 'album rock', 'soft rock', 'folk rock']
0tQW05lczfbYpBtL	['pop', 'rock', 'pop rock']
0tYzcqyF8P0wgFFv	['pop', 'beach music', 'tropical']
0tbwoDIA62N3G9Sh	['soul', 'jazz', 'neo soul', 'pop', 'lounge', 'singer songwriter', 'blues', 'vocal jazz', 'smooth jazz', 'rock', 'electronica', 'reggae', 'motown', 'britpop', 'funk', 'acid jazz']
0tzYEg8KodbJHl8p	['progressive rock', 'psychedelic rock', 'classic rock', 'rock', 'art rock', 'space rock', 'alternative rock', 'singer songwriter', 'easy listening', 'symphonic rock', 'soft rock', 'folk rock', 'jazz', 'grunge', 'hard rock', 'stoner rock']
0uGDI02BHiiupFg4	['metalcore', 'djent', 'death metal', 'deathcore', 'progressive metalcore', 'progressive deathcore', 'technical deathcore']
0vNPu4tRVc6R5HyN	['trip hop', 'experimental', 'art pop', 'pop', 'chamber pop', 'art rock', 'rock', 'indie pop', 'pop rock', 'dream pop', 'glam rock', 'alternative pop']
0vTCI3MyJ8ySMrWj	['industrial', 'metal', 'industrial metal', 'rock', 'alternative rock', 'industrial rock', 'hard rock', 'alternative metal', 'glam rock', 'gothic rock', 'nu metal', 'glam metal', 'sleaze rock']
0wuI3sWE1sY7j72q	['pop', 'electropop', 'singer songwriter', 'electronica', 'synthpop', 'dance pop']
0xCI5sqw92OJBREC	['metalcore', 'deathcore', 'metal', 'alternative metal', 'experimental', 'hardcore', 'post hardcore', 'post rock', 'screamo', 'progressive metalcore', 'alternative rock', 'ambient', 'grindcore', 'emo', 'death metal', 'psychedelic rock']
0xR4sDExAevvbuC1	['folk', 'singer songwriter', 'rock', 'classic rock', 'poetry', 'folk rock', 'pop', 'blues', 'easy listening', 'liedermacher']
0xieNpJEtHyOpypj	['grunge', 'alternative rock', 'rock', 'pop rock', 'world', 'piano rock', 'post grunge']
0xuwaq1bHoW7IaY1	['alternative rock', 'indie rock']
0zDvzvoykqNJ2FOy	['gospel']
0zhmog3KHJTjp2BX	['pop', 'soul']
0zmrxUHKXRslsrVe	['post punk', 'noise rock', 'rock', 'experimental rock', 'indie rock', 'experimental', 'new wave', 'avant garde', 'noise', 'alternative rock', 'post rock', 'trance', 'punk', 'industrial', 'shoegaze']
0zoJxZanHfdvKNJ9	['progressive metal']
0zobE4Ol8CjDPBKG	['shoegaze', 'rock', 'power pop', 'indie pop', 'indie rock', 'dream pop', 'pop', 'alternative rock', 'easy listening', 'britpop', 'beatlesque']
0zojNJCp12ghZn9s	['stoner rock', 'stoner metal', 'metal', 'progressive rock', 'doom metal', 'rock', 'folk rock']
10606KXnvNhqJKCl	['rock', 'classic rock', 'folk rock', 'folk', 'jam band', 'country rock', 'album rock', 'psychedelic rock', 'country blues', 'american primitive']
109IXnS5xSfF7I3I	['classic rock', 'rock', 'pop', 'soft rock', 'pop rock', 'folk', 'blues', 'blues rock', 'folk rock', 'album rock', 'country', 'easy listening', 'folk pop', 'grunge', 'progressive rock', 'world', 'country rock', 'freak folk', 'singer songwriter']
10E4iAVRq4bJcMBe	['indie rock', 'alternative rock', 'soundtrack', 'rock']
10anNU8fj6HgxNRO	['big beat', 'electronica', 'electro', 'industrial', 'techno', 'breakbeat']
10dI21F9LjekP7CP	['rock', 'indie rock', 'folk rock']
122YR0dLpuw1XTjl	['k pop']
12JddYJLbEIcwfUa	['viking metal', 'metal']
12OPaZ5O3qlPLbh0	['trip hop', 'downtempo', 'electronica', 'chill out', 'lounge', 'trance', 'pop', 'ambient', 'experimental', 'jazz fusion', 'alternative dance']
12VAK5VxR2HLDOe1	['punk', 'rock', 'classic rock', 'alternative rock', 'hard rock', 'funk', 'pop', 'rockabilly', 'grunge', 'folk', 'indie rock', 'singer songwriter', 'progressive rock', 'new wave', 'post punk', 'krautrock', 'garage rock']
13hQ6n8ttb5TcX9v	['rock', 'alternative rock', 'folk', 'experimental', 'noise rock', 'folk rock']
1424LaVTdRfu6RZc	['metalcore', 'progressive metal', 'groove metal', 'metal', 'alternative metal', 'progressive metalcore']
14m0g1fq7yNRpcMQ	['pop']
14tPVH5PvwXXbUG2	['pop', 'soul', 'motown', 'quiet storm']
1515q5AMPJw0tgBR	['hip hop', 'rap', 'jazz', 'alternative hip hop']
159TkX0wFyWdjhSF	['folk rock', 'psychedelic rock', 'classic rock', 'rock', 'sunshine pop', 'soundtrack', 'country', 'folk', 'country rock', 'baroque pop']
15CxeKsD9DvqCVhY	['classic rock', 'rock', 'pop', 'british invasion', 'folk rock', 'britpop', 'pop rock', 'singer songwriter', 'baroque pop', 'easy listening', 'soft rock', 'rock and roll']
15IMBIdwhKut5kF5	['pop', 'electronica', 'electropop', 'electro', 'french pop', 'synthpop', 'chanson', 'singer songwriter', 'house', 'indietronica', 'vocal trance', 'ye ye']
15IkVxmtBqsnmRND	['pop', 'electropop', 'french pop', 'dance pop']
15Zipf9NzLs5CoFL	['thrash metal', 'metal', 'slayer', 'crossover thrash', 'punk', 'speed metal', 'hardcore punk']
15blZOCUg63HosU3	['rock', 'classic rock', 'singer songwriter', 'glam rock', 'alternative rock', 'pop', 'indie rock', 'progressive rock', 'album rock', 'avant garde']
15hcBfdPhrtLVay2	['k pop', 'pop', 'edm', 'rap', 'future bass', 'hip hop', 'electronica', 'rock', 'dance pop', 'pop rap', 'boy band']
15oQvCP96HHSz0XJ	['metalcore', 'metal', 'hardcore', 'emo', 'straight edge', 'melodic hardcore']
15tLvTjDxU197oBT	['jazz', 'blues', 'singer songwriter', 'pop', 'soul', 'vocal jazz', 'rock', 'easy listening', 'smooth jazz', 'folk', 'funk', 'lounge', 'soundtrack', 'metal', 'trip hop', 'opera', 'new wave', 'motown', 'folk rock']
16RyPaV6dHRot8sb	['indie rock', 'rock', 'alternative rock', 'indie pop', 'pop', 'baroque pop', 'folk rock', 'pop rock', 'chamber pop', 'art rock', 'canadian indie']
16jxfd07xBklQSCr	['hard rock']
16pOUJTRbQFVz7pW	['classic rock', 'rock', 'pop', 'baroque pop', 'british invasion', 'psychedelic pop', 'psychedelic rock', 'pop rock', 'easy listening', 'sunshine pop', 'poetry', 'soundtrack', 'classical', 'baroque', 'soul', 'soft rock', 'garage rock']
16yg4fdhkg2BpR6T	['classic rock', 'folk', 'rock', 'folk rock', 'singer songwriter', 'album rock', 'psychedelic rock', 'blues rock']
17ClbpCgdV9aAuTd	['experimental', 'singer songwriter', 'pop', 'electronica', 'trip hop', 'alternative rock', 'avant garde', 'ambient', 'indie pop', 'indie rock', 'electro', 'alternative pop', 'soundtrack', 'trance', 'jazz', 'downtempo', 'power pop', 'new age', 'art rock', 'indie folk']
